n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
8,8,16,60,678,8,dkps,0.027385465880239917,
8,8,16,60,678,8,pkps,0.026952421982814483,0.1
8,8,16,60,678,8,ens,0.02171222460361754,
8,8,16,60,678,9,sample,0.047788177121261294,
8,8,16,60,678,9,dkps,0.027374949104120794,
8,8,16,60,678,9,pkps,0.02737484720029146,0.05
8,8,16,60,678,9,ens,0.026247647704630648,
8,8,16,60,678,10,sample,0.03206251731491384,
8,8,16,60,678,10,dkps,0.027076125801645777,
8,8,16,60,678,10,pkps,0.026608674497154875,0.1
8,8,16,60,678,10,ens,0.023188835240051702,
8,8,16,60,678,11,sample,0.037627913468481905,
8,8,16,60,678,11,dkps,0.02785044477238303,
8,8,16,60,678,11,pkps,0.027768283412616907,0.05
8,8,16,60,678,11,ens,0.025637938241555122,
8,8,16,60,678,12,sample,0.033886281223156026,
8,8,16,60,678,12,dkps,0.02392615143735187,
8,8,16,60,678,12,pkps,0.023150183802276493,0.1
8,8,16,60,678,12,ens,0.019077430572457137,
8,8,16,60,678,13,sample,0.036295674180415384,
8,8,16,60,678,13,dkps,0.030730118643726278,
8,8,16,60,678,13,pkps,0.0307301186398035,0.02
8,8,16,60,678,13,ens,0.02520855104541387,
8,8,16,60,678,14,sample,0.03296242734938216,
8,8,16,60,678,14,dkps,0.02574460035014838,
8,8,16,60,678,14,pkps,0.025110896190372954,0.1
8,8,16,60,678,14,ens,0.021565817422779823,
8,8,16,60,678,15,sample,0.04708522206060352,
8,8,16,60,678,15,dkps,0.02179462974151969,
8,8,16,60,678,15,pkps,0.02179462974151971,0.02
8,8,16,60,678,15,ens,0.017744417000763367,
8,8,16,60,678,16,sample,0.029673699705618808,
8,8,16,60,678,16,dkps,0.028429412686134206,
8,8,16,60,678,16,pkps,0.02622549298016356,0.2
8,8,16,60,678,16,ens,0.019342970884882682,
8,8,16,60,678,17,sample,0.03441624230382036,
8,8,16,60,678,17,dkps,0.024930108597973955,
8,8,16,60,678,17,pkps,0.02493003341403939,0.05
8,8,16,60,678,17,ens,0.02283198556952774,
8,8,16,60,678,18,sample,0.031956279842543504,
8,8,16,60,678,18,dkps,0.022491030052565142,
8,8,16,60,678,18,pkps,0.02216431373949735,0.1
8,8,16,60,678,18,ens,0.01813174975737277,
8,8,16,60,678,19,sample,0.032725214712513856,
8,8,16,60,678,19,dkps,0.032492880316804536,
8,8,16,60,678,19,pkps,0.03229625772943148,0.05
8,8,16,60,678,19,ens,0.025224167909633236,
8,8,16,95,678,0,sample,0.035960564161287775,
8,8,16,95,678,0,dkps,0.02684402920171144,
8,8,16,95,678,0,pkps,0.026404936851541203,0.1
8,8,16,95,678,0,ens,0.023412486512756504,
8,8,16,95,678,1,sample,0.04084842648792829,
8,8,16,95,678,1,dkps,0.022643289751351273,
8,8,16,95,678,1,pkps,0.02224384004630298,0.1
8,8,16,95,678,1,ens,0.020963706470234704,
8,8,16,95,678,2,sample,0.03262385254410297,
8,8,16,95,678,2,dkps,0.02570465088940631,
8,8,16,95,678,2,pkps,0.025704650889387583,0.02
8,8,16,95,678,2,ens,0.022434886274723558,
8,8,16,95,678,3,sample,0.04874611121340075,
8,8,16,95,678,3,dkps,0.020441368752166067,
8,8,16,95,678,3,pkps,0.020363221027727668,0.1
8,8,16,95,678,3,ens,0.015944911046664956,
8,8,16,95,678,4,sample,0.03897968087383563,
