m_p,m_u,seed,estimator,mse
25,50,40,paired,0.006753211098722353
25,50,40,unpaired,0.027969795962521422
25,50,40,combined,0.01428574544328114
25,50,40,pooled,0.01576473648438374
25,50,41,paired,0.028860663250154777
25,50,41,unpaired,0.03421400547633077
25,50,41,combined,0.02327210909779585
25,50,41,pooled,0.023391327139034163
25,50,42,paired,0.00887654179167195
25,50,42,unpaired,0.09667850668340383
25,50,42,combined,0.0479899055334079
25,50,42,pooled,0.04831628310714451
25,50,43,paired,0.008903079056787128
25,50,43,unpaired,0.025754755024575776
25,50,43,combined,0.011842064418408951
25,50,43,pooled,0.016529624783228513
25,50,44,paired,0.0063293244506183195
25,50,44,unpaired,0.05328674924020455
25,50,44,combined,0.024391023111195814
25,50,44,pooled,0.02350945640979523
25,50,45,paired,0.008808447691150795
25,50,45,unpaired,0.04860112696100876
25,50,45,combined,0.023799822623868795
25,50,45,pooled,0.023601396368513747
25,50,46,paired,0.005584924164461562
25,50,46,unpaired,0.03923598635329899
25,50,46,combined,0.01848892113097018
25,50,46,pooled,0.016703900385591542
25,50,47,paired,0.006318408710768218
25,50,47,unpaired,0.031356140656231234
25,50,47,combined,0.013741399100088644
25,50,47,pooled,0.017645289642056753
25,50,48,paired,0.016926547726217597
25,50,48,unpaired,0.06042897983745711
25,50,48,combined,0.026525438863744175
25,50,48,pooled,0.02686186780732179
25,50,49,paired,0.01372315680697384
25,50,49,unpaired,0.04622805087645179
25,50,49,combined,0.022456010550994544
25,50,49,pooled,0.023805685811988088
25,100,0,paired,0.020446194191033207
25,100,0,unpaired,0.01660432846127332
25,100,0,combined,0.011225465519813883
25,100,0,pooled,0.011340695343403534
25,100,1,paired,0.009804083626030354
25,100,1,unpaired,0.022109526404972598
25,100,1,combined,0.015518734692308547
25,100,1,pooled,0.018947426367756426
25,100,2,paired,0.013979737631781137
25,100,2,unpaired,0.019391970614790668
25,100,2,combined,0.013217151850613241
25,100,2,pooled,0.013695899184443003
25,100,3,paired,0.0172829212380234
25,100,3,unpaired,0.026997022902293222
25,100,3,combined,0.01972066624885137
25,100,3,pooled,0.0246561526684103
25,100,4,paired,0.016823302990803295
25,100,4,unpaired,0.022858016183401258
25,100,4,combined,0.017010508579334737
25,100,4,pooled,0.017015976785270243
25,100,5,paired,0.007190017654820461
25,100,5,unpaired,0.016362050957037213
25,100,5,combined,0.011218226452527782
25,100,5,pooled,0.010739430519150814
25,100,6,paired,0.017231657116628454
25,100,6,unpaired,0.028326864776678496
25,100,6,combined,0.018971092479035646
25,100,6,pooled,0.021351973554814448
25,100,7,paired,0.020020125214157688
25,100,7,unpaired,0.022401613308946106
25,100,7,combined,0.014563153426831022
25,100,7,pooled,0.014271740838327855
25,100,8,paired,0.014844462237783369
25,100,8,unpaired,0.015272466090549877
25,100,8,combined,0.009345214939860251
25,100,8,pooled,0.011153093719707081
25,100,9,paired,0.008938543779180618
25,100,9,unpaired,0.024908766020793154
25,100,9,combined,0.014788736588022574
25,100,9,pooled,0.0157031293264944
25,100,10,paired,0.049640825613386536
25,100,10,unpaired,0.011457689348730624
25,100,10,combined,0.01203169880184399
25,100,10,pooled,0.01448269286103554
25,100,11,paired,0.04044321692337426
25,100,11,unpaired,0.04230106622443566
25,100,11,combined,0.035714696750153645
25,100,11,pooled,0.03349439229835854
25,100,12,paired,0.021102113026379522
25,100,12,unpaired,0.0189293333565074
25,100,12,combined,0.015059014901570114
25,100,12,pooled,0.0169280243329016
25,100,13,paired,0.007509348735082327
25,100,13,unpaired,0.028216729056939754
25,100,13,combined,0.018468465407144512
25,100,13,pooled,0.020483674170408493
25,100,14,paired,0.012625936018179495
25,100,14,unpaired,0.030561200753694662
25,100,14,combined,0.01894316935952338
25,100,14,pooled,0.01927286046605607
25,100,15,paired,0.011511347123152365
25,100,15,unpaired,0.023013951111590065
25,100,15,combined,0.014414929070711482
25,100,15,pooled,0.013424249486880277
25,100,16,paired,0.010535722583104517
25,100,16,unpaired,0.022471212480086964
25,100,16,combined,0.0147664035185988
25,100,16,pooled,0.013898351741303902
25,100,17,paired,0.030492438002481356
25,100,17,unpaired,0.019197404314895174
25,100,17,combined,0.012264081886686172
25,100,17,pooled,0.0139011525514297
25,100,18,paired,0.008096987879525872
25,100,18,unpaired,0.020491218958667495
25,100,18,combined,0.0142518195670214
25,100,18,pooled,0.014670061382295102
25,100,19,paired,0.04189375251026007
25,100,19,unpaired,0.0216300736816805
25,100,19,combined,0.013076730091809898
25,100,19,pooled,0.013710488293263693
25,100,20,paired,0.013666966968255066
25,100,20,unpaired,0.01687476032772498
25,100,20,combined,0.01077355448439945
25,100,20,pooled,0.010447130869066047
25,100,21,paired,0.011529888508316767
25,100,21,unpaired,0.03666928381102471
25,100,21,combined,0.02374997995349269
25,100,21,pooled,0.021652493744489982
25,100,22,paired,0.014170729545371082
25,100,22,unpaired,0.017465639514392443
25,100,22,combined,0.012206119814169173
25,100,22,pooled,0.012781456219570586
25,100,23,paired,0.014121320366192238
25,100,23,unpaired,0.019509386009434894
25,100,23,combined,0.012565830275355737
25,100,23,pooled,0.015813305553263015
25,100,24,paired,0.006855384137818411
25,100,24,unpaired,0.017745733703265074
25,100,24,combined,0.012768172073625326
25,100,24,pooled,0.015005879434553027
25,100,25,paired,0.005471264515093269
25,100,25,unpaired,0.01573197306378416
25,100,25,combined,0.009378744574367716
25,100,25,pooled,0.009369213882239302
25,100,26,paired,0.014585636173502869
25,100,26,unpaired,0.015476902834131145
25,100,26,combined,0.010207273907914276
25,100,26,pooled,0.011472317594167739
25,100,27,paired,0.009282142231171837
25,100,27,unpaired,0.017293037027470145
25,100,27,combined,0.011846951631021268
25,100,27,pooled,0.014408240898611271
25,100,28,paired,0.010463142588346798
25,100,28,unpaired,0.018978508258560494
25,100,28,combined,0.012185559650497592
25,100,28,pooled,0.015039599760411563
25,100,29,paired,0.03611647922602219
25,100,29,unpaired,0.013450032678670803
25,100,29,combined,0.008559750493185293
25,100,29,pooled,0.011333720025157654
25,100,30,paired,0.01693600098218971
25,100,30,unpaired,0.024240715861517045
25,100,30,combined,0.016069428476066863
25,100,30,pooled,0.016514728787950076
25,100,31,paired,0.017102836020367055
25,100,31,unpaired,0.018802505113279112
25,100,31,combined,0.01128913520022391
25,100,31,pooled,0.010585644501351743
25,100,32,paired,0.020074947996458734
25,100,32,unpaired,0.020730624987384566
25,100,32,combined,0.014015988716213266
25,100,32,pooled,0.01531158236279722
25,100,33,paired,0.011379654606833963
25,100,33,unpaired,0.02995626784726998
25,100,33,combined,0.019601570715777734
25,100,33,pooled,0.01884944417958216
25,100,34,paired,0.007653565968981441
25,100,34,unpaired,0.019309014382358432
25,100,34,combined,0.013002087712838525
25,100,34,pooled,0.011364718355868053
25,100,35,paired,0.019299912220337147
25,100,35,unpaired,0.027639702003750127
25,100,35,combined,0.017167412552030973
25,100,35,pooled,0.018212651822451135
25,100,36,paired,0.007428246392327491
25,100,36,unpaired,0.022417078866294276
25,100,36,combined,0.014799031243192476
25,100,36,pooled,0.014449892134219051
25,100,37,paired,0.022120339341043363
25,100,37,unpaired,0.025493312621072923
25,100,37,combined,0.016906368634101852
25,100,37,pooled,0.017081363672545855
25,100,38,paired,0.009866597154920534
25,100,38,unpaired,0.029876588633795116
25,100,38,combined,0.020425254507224048
25,100,38,pooled,0.017665399978792674
25,100,39,paired,0.007470337863499997
25,100,39,unpaired,0.02162054042035821
25,100,39,combined,0.013802992064510678
25,100,39,pooled,0.012020656088606892
25,100,40,paired,0.006753211098722353
25,100,40,unpaired,0.01560492831589597
25,100,40,combined,0.010026406557543433
25,100,40,pooled,0.010773544320379686
25,100,41,paired,0.028860663250154777
25,100,41,unpaired,0.03128943379268258
25,100,41,combined,0.022060967527164906
25,100,41,pooled,0.02313843426032801
25,100,42,paired,0.00887654179167195
25,100,42,unpaired,0.014683531349225145
25,100,42,combined,0.009869093264051651
25,100,42,pooled,0.011721909220341874
25,100,43,paired,0.008903079056787128
25,100,43,unpaired,0.014357431264228435
25,100,43,combined,0.009605991860951927
25,100,43,pooled,0.01091471959771011
25,100,44,paired,0.0063293244506183195
25,100,44,unpaired,0.020481844534170658
25,100,44,combined,0.01373583495052148
25,100,44,pooled,0.01292423463960767
25,100,45,paired,0.008808447691150795
25,100,45,unpaired,0.026385784146960703
25,100,45,combined,0.01615670527287897
25,100,45,pooled,0.017759771319287937
25,100,46,paired,0.005584924164461562
25,100,46,unpaired,0.017390989601561956
25,100,46,combined,0.010489453836890506
25,100,46,pooled,0.011038367826345754
25,100,47,paired,0.006318408710768218
25,100,47,unpaired,0.018833590112292763
25,100,47,combined,0.012739753469931277
25,100,47,pooled,0.01249292887468056
25,100,48,paired,0.016926547726217597
25,100,48,unpaired,0.015028851702414239
25,100,48,combined,0.009676080019155079
25,100,48,pooled,0.011996638016727044
25,100,49,paired,0.01372315680697384
25,100,49,unpaired,0.033063939257397965
25,100,49,combined,0.023292902107611924
25,100,49,pooled,0.023124788115372705
25,200,0,paired,0.020446194191033207
25,200,0,unpaired,0.01261058348489885
25,200,0,combined,0.011781548601269745
25,200,0,pooled,0.010615832923006798
25,200,1,paired,0.009804083626030354
25,200,1,unpaired,0.012565582370804435
25,200,1,combined,0.01019459460480972
25,200,1,pooled,0.009909010637927786
25,200,2,paired,0.013979737631781137
25,200,2,unpaired,0.010701829415362586
25,200,2,combined,0.00886610095716656
25,200,2,pooled,0.008101927105819
25,200,3,paired,0.0172829212380234
25,200,3,unpaired,0.01017289283011371
25,200,3,combined,0.008768715505857151
25,200,3,pooled,0.010001500333339734
25,200,4,paired,0.016823302990803295
25,200,4,unpaired,0.010876611748732494
25,200,4,combined,0.00886636596547756
25,200,4,pooled,0.007525594582777333
25,200,5,paired,0.007190017654820461
25,200,5,unpaired,0.009195070852803558
25,200,5,combined,0.007815763375167852
25,200,5,pooled,0.007940917124007175
25,200,6,paired,0.017231657116628454
25,200,6,unpaired,0.011797091008262095
25,200,6,combined,0.009108402546987027
25,200,6,pooled,0.010031019927472646
25,200,7,paired,0.020020125214157688
25,200,7,unpaired,0.009357362320846335
25,200,7,combined,0.006913114853299236
25,200,7,pooled,0.006893621174731691
25,200,8,paired,0.014844462237783369
25,200,8,unpaired,0.013242986124119878
25,200,8,combined,0.009937691135721079
25,200,8,pooled,0.009195835010465316
25,200,9,paired,0.008938543779180618
25,200,9,unpaired,0.00835196901521764
25,200,9,combined,0.007105221858343011
25,200,9,pooled,0.006499568857472681
25,200,10,paired,0.049640825613386536
25,200,10,unpaired,0.010049403152586412
25,200,10,combined,0.010262532338185176
25,200,10,pooled,0.01143219842521659
25,200,11,paired,0.04044321692337426
25,200,11,unpaired,0.010130703424064299
25,200,11,combined,0.007898224338588233
25,200,11,pooled,0.008067654387365729
25,200,12,paired,0.021102113026379522
25,200,12,unpaired,0.014879980213217929
25,200,12,combined,0.01111182865273392
25,200,12,pooled,0.01313412985169712
25,200,13,paired,0.007509348735082327
25,200,13,unpaired,0.010473658800871073
25,200,13,combined,0.008460590759934262
25,200,13,pooled,0.008200597236986693
25,200,14,paired,0.012625936018179495
25,200,14,unpaired,0.011265927703358188
25,200,14,combined,0.009332934809333627
25,200,14,pooled,0.010603459576037042
25,200,15,paired,0.011511347123152365
25,200,15,unpaired,0.009222630538294637
25,200,15,combined,0.007045944438715512
25,200,15,pooled,0.00839514286766593
25,200,16,paired,0.010535722583104517
25,200,16,unpaired,0.010699841352293718
25,200,16,combined,0.008643103557713794
25,200,16,pooled,0.010979477343752595
25,200,17,paired,0.030492438002481356
25,200,17,unpaired,0.01471937231070737
25,200,17,combined,0.012270031453376311
25,200,17,pooled,0.010354065670165875
25,200,18,paired,0.008096987879525872
25,200,18,unpaired,0.014623120195569038
25,200,18,combined,0.011457999320102007
25,200,18,pooled,0.011132329795085733
25,200,19,paired,0.04189375251026007
25,200,19,unpaired,0.00997458338662965
25,200,19,combined,0.007727776397965059
25,200,19,pooled,0.007938244450155021
25,200,20,paired,0.013666966968255066
25,200,20,unpaired,0.01001768195884637
25,200,20,combined,0.009039926562194026
25,200,20,pooled,0.011432422695834443
25,200,21,paired,0.011529888508316767
25,200,21,unpaired,0.006185013863788049
25,200,21,combined,0.004910785584875063
25,200,21,pooled,0.0065651346677319455
25,200,22,paired,0.014170729545371082
25,200,22,unpaired,0.00928004469857604
25,200,22,combined,0.0076130023707633035
25,200,22,pooled,0.009581937125074675
25,200,23,paired,0.014121320366192238
25,200,23,unpaired,0.009426163486231038
25,200,23,combined,0.007707480746348888
25,200,23,pooled,0.00902773823618236
25,200,24,paired,0.006855384137818411
25,200,24,unpaired,0.010608579425992632
25,200,24,combined,0.008967434376203436
25,200,24,pooled,0.008641043818848271
25,200,25,paired,0.005471264515093269
25,200,25,unpaired,0.011247344718392198
25,200,25,combined,0.009037478741402885
25,200,25,pooled,0.008805096653980635
25,200,26,paired,0.014585636173502869
25,200,26,unpaired,0.011076933696235218
25,200,26,combined,0.008765624261979651
25,200,26,pooled,0.007800371388900484
25,200,27,paired,0.009282142231171837
25,200,27,unpaired,0.009080817040492727
25,200,27,combined,0.006950328532862075
25,200,27,pooled,0.007609086747586676
25,200,28,paired,0.010463142588346798
25,200,28,unpaired,0.007991185161110088
25,200,28,combined,0.0062924567647130785
25,200,28,pooled,0.006017552911821122
25,200,29,paired,0.03611647922602219
25,200,29,unpaired,0.009220508056829389
25,200,29,combined,0.008061267692622432
25,200,29,pooled,0.008021359443482728
25,200,30,paired,0.01693600098218971
25,200,30,unpaired,0.006706331084741997
25,200,30,combined,0.005663015134334281
25,200,30,pooled,0.005966205005773908
25,200,31,paired,0.017102836020367055
25,200,31,unpaired,0.019913029804593353
25,200,31,combined,0.015685339309931375
25,200,31,pooled,0.015423500692317267
25,200,32,paired,0.020074947996458734
25,200,32,unpaired,0.012630311159999243
25,200,32,combined,0.010321188694747511
25,200,32,pooled,0.013419914380401228
25,200,33,paired,0.011379654606833963
25,200,33,unpaired,0.009038517091935594
25,200,33,combined,0.007246762473234536
25,200,33,pooled,0.008375661895913865
25,200,34,paired,0.007653565968981441
25,200,34,unpaired,0.008582729673702836
25,200,34,combined,0.006837303773165956
25,200,34,pooled,0.0076034404802646565
25,200,35,paired,0.019299912220337147
25,200,35,unpaired,0.01818728337309224
25,200,35,combined,0.015288519442276617
25,200,35,pooled,0.014165990392215392
25,200,36,paired,0.007428246392327491
25,200,36,unpaired,0.010622728027879199
25,200,36,combined,0.008984516355816667
25,200,36,pooled,0.009215195958518947
25,200,37,paired,0.022120339341043363
25,200,37,unpaired,0.005809793528817503
25,200,37,combined,0.00512279256719419
25,200,37,pooled,0.006893457485563661
25,200,38,paired,0.009866597154920534
25,200,38,unpaired,0.009486074545089701
25,200,38,combined,0.007413212739112532
25,200,38,pooled,0.008616328038861417
25,200,39,paired,0.007470337863499997
25,200,39,unpaired,0.010629954780995881
25,200,39,combined,0.008220150803062239
25,200,39,pooled,0.00914217404130229
25,200,40,paired,0.006753211098722353
25,200,40,unpaired,0.01073721460666566
25,200,40,combined,0.00834840183607171
25,200,40,pooled,0.009549826101749122
25,200,41,paired,0.028860663250154777
25,200,41,unpaired,0.008638608331648862
25,200,41,combined,0.0068311384181824865
25,200,41,pooled,0.007995978370090652
25,200,42,paired,0.00887654179167195
25,200,42,unpaired,0.00971330664457054
25,200,42,combined,0.008135497081084731
25,200,42,pooled,0.0077155760784197325
25,200,43,paired,0.008903079056787128
25,200,43,unpaired,0.010020303332562264
25,200,43,combined,0.007853196557565613
25,200,43,pooled,0.007663139342332586
25,200,44,paired,0.0063293244506183195
25,200,44,unpaired,0.010377159669753472
25,200,44,combined,0.008363075321902766
25,200,44,pooled,0.01043608891873528
25,200,45,paired,0.008808447691150795
25,200,45,unpaired,0.0078019205854958544
25,200,45,combined,0.006206237006154638
25,200,45,pooled,0.00780615797683383
25,200,46,paired,0.005584924164461562
25,200,46,unpaired,0.010178644379726421
25,200,46,combined,0.008371212994344329
25,200,46,pooled,0.007278750833130391
25,200,47,paired,0.006318408710768218
25,200,47,unpaired,0.008768024431044501
25,200,47,combined,0.007016734447135619
25,200,47,pooled,0.007852855813106548
25,200,48,paired,0.016926547726217597
25,200,48,unpaired,0.015972434786201698
25,200,48,combined,0.012958424679548504
25,200,48,pooled,0.014356396440255997
25,200,49,paired,0.01372315680697384
25,200,49,unpaired,0.010352025737970725
25,200,49,combined,0.008594279292820948
25,200,49,pooled,0.010646682942255589
25,400,0,paired,0.020446194191033207
25,400,0,unpaired,0.005713401070028861
25,400,0,combined,0.005194833615897238
25,400,0,pooled,0.005744213375733339
25,400,1,paired,0.009804083626030354
25,400,1,unpaired,0.003701889248440713
25,400,1,combined,0.003263804646082051
25,400,1,pooled,0.004391257032837183
25,400,2,paired,0.013979737631781137
25,400,2,unpaired,0.00850384930170174
25,400,2,combined,0.00777817414798417
25,400,2,pooled,0.0071516711769819725
25,400,3,paired,0.0172829212380234
25,400,3,unpaired,0.006988415112832987
25,400,3,combined,0.006560407656249025
25,400,3,pooled,0.004772389922486841
25,400,4,paired,0.016823302990803295
25,400,4,unpaired,0.006265386404443524
25,400,4,combined,0.005648052637140997
25,400,4,pooled,0.004810793969675385
25,400,5,paired,0.007190017654820461
25,400,5,unpaired,0.006399873585344045
25,400,5,combined,0.00585371860915275
25,400,5,pooled,0.005591389741203065
25,400,6,paired,0.017231657116628454
25,400,6,unpaired,0.004696577313741209
25,400,6,combined,0.004398816396718804
25,400,6,pooled,0.007011099225627942
25,400,7,paired,0.020020125214157688
25,400,7,unpaired,0.004897471027414543
25,400,7,combined,0.004324295087528339
25,400,7,pooled,0.004509793539918538
25,400,8,paired,0.014844462237783369
25,400,8,unpaired,0.004711520392904371
25,400,8,combined,0.0042036076142518905
25,400,8,pooled,0.00473110583858485
25,400,9,paired,0.008938543779180618
25,400,9,unpaired,0.006784173071015161
25,400,9,combined,0.0059394139505721715
25,400,9,pooled,0.006735202378794129
25,400,10,paired,0.049640825613386536
25,400,10,unpaired,0.005632896638596927
25,400,10,combined,0.005285593153654383
25,400,10,pooled,0.006879428025947368
25,400,11,paired,0.04044321692337426
25,400,11,unpaired,0.0039925000259366005
25,400,11,combined,0.0035700666621330153
25,400,11,pooled,0.004310269627351177
25,400,12,paired,0.021102113026379522
25,400,12,unpaired,0.005631788353939721
25,400,12,combined,0.005311419489265612
25,400,12,pooled,0.005666452012398447
25,400,13,paired,0.007509348735082327
25,400,13,unpaired,0.0066354151979552385
25,400,13,combined,0.005971689939704511
25,400,13,pooled,0.0046375628996858185
25,400,14,paired,0.012625936018179495
25,400,14,unpaired,0.005581400452817563
25,400,14,combined,0.004676346766307944
25,400,14,pooled,0.004312472526974951
25,400,15,paired,0.011511347123152365
25,400,15,unpaired,0.007016007440690836
25,400,15,combined,0.006011558361264579
25,400,15,pooled,0.006004173217013386
25,400,16,paired,0.010535722583104517
25,400,16,unpaired,0.004919159608840197
25,400,16,combined,0.00444570053245434
25,400,16,pooled,0.004527395904790207
25,400,17,paired,0.030492438002481356
25,400,17,unpaired,0.004952750754660058
25,400,17,combined,0.004263653970919785
25,400,17,pooled,0.004881270971575727
25,400,18,paired,0.008096987879525872
25,400,18,unpaired,0.0036625280793632065
25,400,18,combined,0.003246701838930617
25,400,18,pooled,0.0036303358200759682
25,400,19,paired,0.04189375251026007
25,400,19,unpaired,0.00554762687609327
25,400,19,combined,0.005016783787591093
25,400,19,pooled,0.004884773883807025
25,400,20,paired,0.013666966968255066
25,400,20,unpaired,0.005524366196661678
25,400,20,combined,0.0050324031178935165
25,400,20,pooled,0.005634730178564915
25,400,21,paired,0.011529888508316767
25,400,21,unpaired,0.007912840193772893
25,400,21,combined,0.006670120018964035
25,400,21,pooled,0.0071695568338545155
25,400,22,paired,0.014170729545371082
25,400,22,unpaired,0.005129414647934603
25,400,22,combined,0.004684945314227177
25,400,22,pooled,0.005276625618211056
25,400,23,paired,0.014121320366192238
25,400,23,unpaired,0.007555203353426096
25,400,23,combined,0.00709136902225763
25,400,23,pooled,0.006965141679269276
25,400,24,paired,0.006855384137818411
25,400,24,unpaired,0.0028646004504103003
25,400,24,combined,0.0026247727304758075
25,400,24,pooled,0.0029359706718472566
25,400,25,paired,0.005471264515093269
25,400,25,unpaired,0.005293517350851573
25,400,25,combined,0.004624259758331853
25,400,25,pooled,0.004557482427843351
25,400,26,paired,0.014585636173502869
25,400,26,unpaired,0.009185654588054993
25,400,26,combined,0.008772616286623873
25,400,26,pooled,0.007685328340432871
25,400,27,paired,0.009282142231171837
25,400,27,unpaired,0.005375880878379307
25,400,27,combined,0.00477107313077253
25,400,27,pooled,0.005683737337253063
25,400,28,paired,0.010463142588346798
25,400,28,unpaired,0.004240309516530489
25,400,28,combined,0.0037986367203407044
25,400,28,pooled,0.004440579715075208
25,400,29,paired,0.03611647922602219
25,400,29,unpaired,0.006096608029938468
25,400,29,combined,0.004917198378207359
25,400,29,pooled,0.007360370554095582
25,400,30,paired,0.01693600098218971
25,400,30,unpaired,0.00785648495323299
25,400,30,combined,0.006910115985404815
25,400,30,pooled,0.007127730620471833
25,400,31,paired,0.017102836020367055
25,400,31,unpaired,0.00560491466596758
25,400,31,combined,0.0050694458895565175
25,400,31,pooled,0.004993025825519807
25,400,32,paired,0.020074947996458734
25,400,32,unpaired,0.0061396443923793015
25,400,32,combined,0.005412289347536976
25,400,32,pooled,0.005344344973693447
25,400,33,paired,0.011379654606833963
25,400,33,unpaired,0.004756206442650821
25,400,33,combined,0.003955213579741786
25,400,33,pooled,0.004297336221571232
25,400,34,paired,0.007653565968981441
25,400,34,unpaired,0.006988200790314026
25,400,34,combined,0.006352402157797956
25,400,34,pooled,0.007006789601835633
25,400,35,paired,0.019299912220337147
25,400,35,unpaired,0.007345633715843464
25,400,35,combined,0.0067502339634194
25,400,35,pooled,0.007552378182251427
25,400,36,paired,0.007428246392327491
25,400,36,unpaired,0.006131606456430577
25,400,36,combined,0.005430013948315626
25,400,36,pooled,0.005865123829693687
25,400,37,paired,0.022120339341043363
25,400,37,unpaired,0.0031556920404678082
25,400,37,combined,0.0029715525382204623
25,400,37,pooled,0.003286464446079112
25,400,38,paired,0.009866597154920534
25,400,38,unpaired,0.007913424800277256
25,400,38,combined,0.006688668439050975
25,400,38,pooled,0.006167262748277501
25,400,39,paired,0.007470337863499997
25,400,39,unpaired,0.004464236968363881
25,400,39,combined,0.0038384604438238324
25,400,39,pooled,0.005210204483978704
25,400,40,paired,0.006753211098722353
25,400,40,unpaired,0.0034912904944639843
25,400,40,combined,0.0030551682517841643
25,400,40,pooled,0.0042114082343792545
25,400,41,paired,0.028860663250154777
25,400,41,unpaired,0.005062115165064366
25,400,41,combined,0.0047738902726293
25,400,41,pooled,0.005886812503831789
25,400,42,paired,0.00887654179167195
25,400,42,unpaired,0.0055013448624003725
25,400,42,combined,0.0048874080292702895
25,400,42,pooled,0.00559007271726705
25,400,43,paired,0.008903079056787128
25,400,43,unpaired,0.004473115311755612
25,400,43,combined,0.004007902968966247
25,400,43,pooled,0.004456603124679075
25,400,44,paired,0.0063293244506183195
25,400,44,unpaired,0.00571079502736462
25,400,44,combined,0.005121111735716096
25,400,44,pooled,0.005121721223664222
25,400,45,paired,0.008808447691150795
25,400,45,unpaired,0.005216986423708358
25,400,45,combined,0.004757695170870283
25,400,45,pooled,0.005251351662661156
25,400,46,paired,0.005584924164461562
25,400,46,unpaired,0.009139715202188746
25,400,46,combined,0.00832337635378285
25,400,46,pooled,0.006891203916739182
25,400,47,paired,0.006318408710768218
25,400,47,unpaired,0.005449991160672184
25,400,47,combined,0.0047511244310671046
25,400,47,pooled,0.005333047626160075
25,400,48,paired,0.016926547726217597
25,400,48,unpaired,0.004685668031892172
25,400,48,combined,0.003931935239934341
25,400,48,pooled,0.005646937633559531
25,400,49,paired,0.01372315680697384
25,400,49,unpaired,0.00537709998543824
25,400,49,combined,0.004778098415461527
25,400,49,pooled,0.0048816387032969265
25,800,0,paired,0.020446194191033207
25,800,0,unpaired,0.002464412160102642
25,800,0,combined,0.0022813753627324946
25,800,0,pooled,0.0028144332749477684
25,800,1,paired,0.009804083626030354
25,800,1,unpaired,0.0029145079756640042
25,800,1,combined,0.0026985580076873497
25,800,1,pooled,0.0030404330472414173
25,800,2,paired,0.013979737631781137
25,800,2,unpaired,0.002255905164604026
25,800,2,combined,0.002040580680297775
25,800,2,pooled,0.002270679056479898
25,800,3,paired,0.0172829212380234
25,800,3,unpaired,0.0034703759137132686
25,800,3,combined,0.003203381251827574
25,800,3,pooled,0.003317880004711057
25,800,4,paired,0.016823302990803295
25,800,4,unpaired,0.0024798261664493153
25,800,4,combined,0.0023219276541965503
25,800,4,pooled,0.002177430190933248
25,800,5,paired,0.007190017654820461
25,800,5,unpaired,0.0020525808687936998
25,800,5,combined,0.0019372683499841693
25,800,5,pooled,0.0025345668934270388
25,800,6,paired,0.017231657116628454
25,800,6,unpaired,0.002922242561932745
25,800,6,combined,0.0027715776911597847
25,800,6,pooled,0.002185254199648877
25,800,7,paired,0.020020125214157688
25,800,7,unpaired,0.002373368170839503
25,800,7,combined,0.0022706610193989354
25,800,7,pooled,0.0018461372492829314
25,800,8,paired,0.014844462237783369
25,800,8,unpaired,0.0027827335575575205
25,800,8,combined,0.0025164443723913756
25,800,8,pooled,0.0031917565844745946
25,800,9,paired,0.008938543779180618
25,800,9,unpaired,0.00296802686342276
25,800,9,combined,0.002795127690429638
25,800,9,pooled,0.002933117200148978
25,800,10,paired,0.049640825613386536
25,800,10,unpaired,0.002573068830894567
25,800,10,combined,0.0025645491380392625
25,800,10,pooled,0.002595124016356386
25,800,11,paired,0.04044321692337426
25,800,11,unpaired,0.003033877795157661
25,800,11,combined,0.002886496508406525
25,800,11,pooled,0.003319031535528757
25,800,12,paired,0.021102113026379522
25,800,12,unpaired,0.0023861005601298587
25,800,12,combined,0.0022181701645662935
25,800,12,pooled,0.002527711690060793
25,800,13,paired,0.007509348735082327
25,800,13,unpaired,0.0026515069473549407
25,800,13,combined,0.0025095727846993006
25,800,13,pooled,0.0019743088018105027
25,800,14,paired,0.012625936018179495
25,800,14,unpaired,0.0030638045861335855
25,800,14,combined,0.002869103563592724
25,800,14,pooled,0.00310079403997716
25,800,15,paired,0.011511347123152365
25,800,15,unpaired,0.0030634144551302785
25,800,15,combined,0.0029245773038708285
25,800,15,pooled,0.002840009820578778
25,800,16,paired,0.010535722583104517
25,800,16,unpaired,0.0034984923779675923
25,800,16,combined,0.0031941925761733237
25,800,16,pooled,0.003167381512806039
25,800,17,paired,0.030492438002481356
25,800,17,unpaired,0.0024268751163584266
25,800,17,combined,0.0023281713027633313
25,800,17,pooled,0.0019723505370056282
25,800,18,paired,0.008096987879525872
25,800,18,unpaired,0.0020512161950817457
25,800,18,combined,0.0019580949799383593
25,800,18,pooled,0.0018871033378746376
25,800,19,paired,0.04189375251026007
25,800,19,unpaired,0.003613555487605707
25,800,19,combined,0.0034714355700357405
25,800,19,pooled,0.003608988898573667
25,800,20,paired,0.013666966968255066
25,800,20,unpaired,0.0019893726453684055
25,800,20,combined,0.0018715235262604967
25,800,20,pooled,0.0018801884375313225
25,800,21,paired,0.011529888508316767
25,800,21,unpaired,0.0019912278593158836
25,800,21,combined,0.0018694345561031322
25,800,21,pooled,0.0018282724754906706
25,800,22,paired,0.014170729545371082
25,800,22,unpaired,0.0029029885267107943
25,800,22,combined,0.002802372263450232
25,800,22,pooled,0.002655416449894397
25,800,23,paired,0.014121320366192238
25,800,23,unpaired,0.0017201486054125696
25,800,23,combined,0.0017077270130097329
25,800,23,pooled,0.002266028650898493
25,800,24,paired,0.006855384137818411
25,800,24,unpaired,0.0023548028556722674
25,800,24,combined,0.002260263050219259
25,800,24,pooled,0.00219219220277293
25,800,25,paired,0.005471264515093269
