obs_prob,n_models,seed,method,mae,predictor,alpha
0.3,60,3,matcomplete,0.09883118925859477,knn,0.6000000000000001
0.3,60,3,ensemble,0.08391958451387843,knn,0.6000000000000001
0.3,60,4,combined,0.09899630435833423,knn,0.7000000000000001
0.3,60,4,matcomplete,0.13329216681281736,knn,0.7000000000000001
0.3,60,4,ensemble,0.09025867057275534,knn,0.7000000000000001
0.3,60,5,combined,0.09823853276343165,knn,0.6000000000000001
0.3,60,5,matcomplete,0.09632355509268553,knn,0.6000000000000001
0.3,60,5,ensemble,0.08727860900560849,knn,0.6000000000000001
0.3,60,6,combined,0.09523611661671698,knn,0.65
0.3,60,6,matcomplete,0.10574931191603155,knn,0.65
0.3,60,6,ensemble,0.09158613805127845,knn,0.65
0.3,60,7,combined,0.08601396576347657,knn,0.8
0.3,60,7,matcomplete,0.09287462088770883,knn,0.8
0.3,60,7,ensemble,0.08223858247264673,knn,0.8
0.3,60,8,combined,0.07719156259788817,knn,0.35000000000000003
0.3,60,8,matcomplete,0.10467741288446335,knn,0.35000000000000003
0.3,60,8,ensemble,0.08020445773131561,knn,0.35000000000000003
0.3,60,9,combined,0.09267505270691984,knn,0.65
0.3,60,9,matcomplete,0.1530437090100919,knn,0.65
0.3,60,9,ensemble,0.09861740252243484,knn,0.65
0.3,60,10,combined,0.09874161016492375,knn,0.75
0.3,60,10,matcomplete,0.1024233321998331,knn,0.75
0.3,60,10,ensemble,0.09402889328058948,knn,0.75
0.3,60,11,combined,0.0944643822964895,knn,0.55
0.3,60,11,matcomplete,0.12650857272592317,knn,0.55
0.3,60,11,ensemble,0.09843931877091276,knn,0.55
0.3,60,12,combined,0.09460850873789967,knn,0.8
0.3,60,12,matcomplete,0.09842488248569234,knn,0.8
0.3,60,12,ensemble,0.09165454179450777,knn,0.8
0.3,60,13,combined,0.08829141246437783,knn,0.75
0.3,60,13,matcomplete,0.13842081814961235,knn,0.75
0.3,60,13,ensemble,0.09259677260464798,knn,0.75
0.3,60,14,combined,0.09503918340917274,knn,0.65
0.3,60,14,matcomplete,0.1102031049739305,knn,0.65
0.3,60,14,ensemble,0.09270888322666015,knn,0.65
0.3,60,15,combined,0.08922013681805738,knn,0.4
0.3,60,15,matcomplete,0.08791792482981688,knn,0.4
0.3,60,15,ensemble,0.0779030630617892,knn,0.4
0.3,60,16,combined,0.09738645042661709,knn,0.6000000000000001
0.3,60,16,matcomplete,0.11461724719113858,knn,0.6000000000000001
0.3,60,16,ensemble,0.09138535581537639,knn,0.6000000000000001
0.3,60,17,combined,0.08142497277991355,knn,0.8500000000000001
0.3,60,17,matcomplete,0.0869330791207087,knn,0.8500000000000001
0.3,60,17,ensemble,0.08001981798033117,knn,0.8500000000000001
0.3,60,18,combined,0.0866729291998695,knn,0.6000000000000001
0.3,60,18,matcomplete,0.09051744626809273,knn,0.6000000000000001
0.3,60,18,ensemble,0.08268061134382187,knn,0.6000000000000001
0.3,60,19,combined,0.0908599121448543,knn,0.55
0.3,60,19,matcomplete,0.10453040608358327,knn,0.55
0.3,60,19,ensemble,0.08423240057457176,knn,0.55
0.3,80,0,combined,0.08649314129383145,knn,0.75
0.3,80,0,matcomplete,0.09826155498130311,knn,0.75
0.3,80,0,ensemble,0.0842200113155442,knn,0.75
0.3,80,1,combined,0.10072578902596141,knn,0.7000000000000001
0.3,80,1,matcomplete,0.09809072646530685,knn,0.7000000000000001
0.3,80,1,ensemble,0.08807999090111358,knn,0.7000000000000001
0.3,80,2,combined,0.08673506429754298,knn,0.4
0.3,80,2,matcomplete,0.09150312390539293,knn,0.4
0.3,80,2,ensemble,0.08117871019905967,knn,0.4
0.3,80,3,combined,0.08638528592063847,knn,0.4
0.3,80,3,matcomplete,0.08738296704060894,knn,0.4
0.3,80,3,ensemble,0.07934341906872729,knn,0.4
0.3,80,4,combined,0.09421114247270927,knn,0.6000000000000001
0.3,80,4,matcomplete,0.10991340476823505,knn,0.6000000000000001
0.3,80,4,ensemble,0.086731536552436,knn,0.6000000000000001
0.3,80,5,combined,0.09593568691396837,knn,0.7000000000000001
0.3,80,5,matcomplete,0.12999022072092883,knn,0.7000000000000001
0.3,80,5,ensemble,0.0950101168569039,knn,0.7000000000000001
0.3,80,6,combined,0.08881138906283416,knn,0.55
0.3,80,6,matcomplete,0.10577694312940748,knn,0.55
0.3,80,6,ensemble,0.08510490859350385,knn,0.55
0.3,80,7,combined,0.09767979954760114,knn,0.5
0.3,80,7,matcomplete,0.10048385605864893,knn,0.5
0.3,80,7,ensemble,0.08762033966873312,knn,0.5
0.3,80,8,combined,0.09296400477264605,knn,0.6000000000000001
0.3,80,8,matcomplete,0.11504160509565321,knn,0.6000000000000001
0.3,80,8,ensemble,0.08693318851204228,knn,0.6000000000000001
0.3,80,9,combined,0.08786792445819154,knn,0.75
0.3,80,9,matcomplete,0.09892827422800274,knn,0.75
0.3,80,9,ensemble,0.08136859311266698,knn,0.75
0.3,80,10,combined,0.0885093214498985,knn,0.6000000000000001
0.3,80,10,matcomplete,0.10210040574588664,knn,0.6000000000000001
0.3,80,10,ensemble,0.08479529785756097,knn,0.6000000000000001
0.3,80,11,combined,0.09805658683792971,knn,0.6000000000000001
0.3,80,11,matcomplete,0.09550267784028425,knn,0.6000000000000001
0.3,80,11,ensemble,0.08702673117934684,knn,0.6000000000000001
0.3,80,12,combined,0.08414337522907618,knn,0.5
0.3,80,12,matcomplete,0.08254728620711407,knn,0.5
0.3,80,12,ensemble,0.07510231776114427,knn,0.5
0.3,80,13,combined,0.09651073356600286,knn,0.4
0.3,80,13,matcomplete,0.08415400442991305,knn,0.4
0.3,80,13,ensemble,0.08257697904739279,knn,0.4
0.3,80,14,combined,0.10856309966506747,knn,0.35000000000000003
0.3,80,14,matcomplete,0.07979260818333085,knn,0.35000000000000003
0.3,80,14,ensemble,0.0818806054297798,knn,0.35000000000000003
0.3,80,15,combined,0.1068190976253645,knn,0.45
0.3,80,15,matcomplete,0.10041006719890024,knn,0.45
0.3,80,15,ensemble,0.09480344838643123,knn,0.45
0.3,80,16,combined,0.08677983508835342,knn,0.7000000000000001
0.3,80,16,matcomplete,0.11064552359926344,knn,0.7000000000000001
0.3,80,16,ensemble,0.0855012627459653,knn,0.7000000000000001
0.3,80,17,combined,0.0884524016063154,knn,0.6000000000000001
0.3,80,17,matcomplete,0.10680897436134398,knn,0.6000000000000001
0.3,80,17,ensemble,0.08621308698364938,knn,0.6000000000000001
0.3,80,18,combined,0.09037647764361523,knn,0.65
0.3,80,18,matcomplete,0.09530846892584256,knn,0.65
0.3,80,18,ensemble,0.08000299677481595,knn,0.65
0.3,80,19,combined,0.10002140930437363,knn,0.7000000000000001
0.3,80,19,matcomplete,0.1129984016110102,knn,0.7000000000000001
0.3,80,19,ensemble,0.09393417610569299,knn,0.7000000000000001
0.3,95,0,combined,0.08569695657218225,knn,0.55
0.3,95,0,matcomplete,0.12335190589155515,knn,0.55
0.3,95,0,ensemble,0.08769363568593634,knn,0.55
0.3,95,1,combined,0.09158136084031121,knn,0.9
0.3,95,1,matcomplete,0.10366171581369298,knn,0.9
0.3,95,1,ensemble,0.08829945561456028,knn,0.9
0.3,95,2,combined,0.09006224143840924,knn,0.65
0.3,95,2,matcomplete,0.08706442005117142,knn,0.65
0.3,95,2,ensemble,0.08228564609022666,knn,0.65
0.3,95,3,combined,0.08903088100426305,knn,0.55
0.3,95,3,matcomplete,0.0933105738421004,knn,0.55
0.3,95,3,ensemble,0.08180674195136707,knn,0.55
0.3,95,4,combined,0.09545054715319724,knn,0.55
0.3,95,4,matcomplete,0.11432483305600731,knn,0.55
0.3,95,4,ensemble,0.08729000653153694,knn,0.55
0.3,95,5,combined,0.09123832965274892,knn,0.7000000000000001
0.3,95,5,matcomplete,0.08610135077480044,knn,0.7000000000000001
0.3,95,5,ensemble,0.08478617393756593,knn,0.7000000000000001
0.3,95,6,combined,0.09303025386845111,knn,0.8500000000000001
0.3,95,6,matcomplete,0.10643422795842031,knn,0.8500000000000001
0.3,95,6,ensemble,0.09257228874845401,knn,0.8500000000000001
0.3,95,7,combined,0.09190241240028325,knn,0.5
0.3,95,7,matcomplete,0.12083588811586347,knn,0.5
