p,q,n_models,seed,score_all,pkps_all,mc_all,ens_all,score_obs,ens_obs,score_mis,ens_mis,w_pk,a_mis
0.9,8,95,1,0.047662586595883585,0.04572206251314259,0.05543534868835733,0.040701939812083726,0.0468271962775336,0.03981787064665175,0.05543534868835733,0.048927626829581246,0.8274735422557921,0.45
0.9,8,95,2,0.04893999018066892,0.04366914151048965,0.06003844192001718,0.03773609106367377,0.04780433465385188,0.03668269426825335,0.06003844192001718,0.048030650655282336,0.6758625064994641,0.45
0.9,8,95,3,0.05473941761610198,0.04497664534825254,0.09981892121176952,0.04027518085440317,0.0508104700550117,0.03662496562803091,0.09981892121176952,0.08215659766225332,0.6257503808270977,0.4
0.9,8,95,4,0.047700228523368124,0.04341119390904475,0.05226132286204367,0.03912675928410009,0.04698825282172121,0.03719621221593884,0.05226132286204367,0.05149432643950807,0.7636083088343499,0.5
0.9,8,95,5,0.04963044752258947,0.04249102448479856,0.05860767739382136,0.03816900336664078,0.04866560505979351,0.03716765095099279,0.05860767739382136,0.04748593453832219,0.7748174376887931,0.8500000000000001
0.9,8,95,6,0.04767002232483857,0.04186853396515411,0.0524276258640647,0.03642369710664785,0.047158691103332956,0.03500474601033523,0.0524276258640647,0.04962611165494793,0.73264487418801,0.65
0.9,8,95,7,0.046881663765046926,0.04429419345023633,0.04802156382270975,0.03828102429009625,0.04676502282891399,0.037683414341803424,0.04802156382270975,0.044121303330230684,0.6620461844526223,0.45
0.9,8,95,8,0.04461335404261259,0.04213625667576343,0.047962515621990644,0.03671741884272156,0.04431308438377181,0.03658629355930435,0.047962515621990644,0.038179970080836616,0.6729282478133267,0.5
0.9,8,95,9,0.05115178751042423,0.04199581369869695,0.08499291575094829,0.037710372652141846,0.04777552645626521,0.03463430911324835,0.08499291575094829,0.06854254440244636,0.7769881334978153,0.55
0.9,8,95,10,0.05012728880138891,0.0435047927225139,0.06544988445731785,0.04019550759931984,0.04855939529241014,0.03808747702288346,0.06544988445731785,0.060796715505402624,0.8489717933963311,1.0
0.9,8,95,11,0.048080821426415954,0.0404683815369403,0.04864486095621762,0.034747297462065084,0.04802454834107611,0.03392208503940307,0.04864486095621762,0.04301861267525885,0.5959412484810334,0.75
